setting,seed,rep_index,model,n,p,sigma_a,sigma_e,beta_preset,alpha,k,true_k,lam,snr,algo_a,algo_b,mse_cocolasso_max,mse_reweighted_frobenius,pe_cocolasso_max,pe_reweighted_frobenius,time_cocolasso_max,time_reweighted_frobenius,mse_diff,pe_diff,time_diff,speedup,noise_level,sparsity
ar_sigma1.25_datta_zhang,63,63,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.602626860789183,5.879675527773641,8.212789757819321,7.177878788926052,16.108649324974976,2.95315693190787,0.7229513330155415,1.0349109688932687,13.155492393067107,5.4547217423247725,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,64,64,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.210607210193183,9.004354148098603,11.330250967602248,10.902326795337954,16.204840289021377,2.8192267280537635,0.20625306209458039,0.42792417226429436,13.385613560967613,5.747973416883818,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,65,65,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.01092249177453,8.789887192713557,11.035984566237644,10.425008936119315,15.879422407015229,2.339126170030795,0.22103529906097208,0.6109756301183289,13.540296236984434,6.788613034416255,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,66,66,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.088243849362163,9.550530882880276,12.376475229225376,11.86080431623914,16.35667043097783,2.8399263500468805,0.5377129664818874,0.515670912986236,13.516744080930948,5.759540359456089,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,67,67,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,12.849982870267134,12.703311200761728,14.991005429256404,14.440046511022707,16.46737560495967,2.990095525979996,0.14667166950540533,0.5509589182336967,13.477280078979675,5.507307529769482,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,68,68,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,12.15677576423634,12.102786762684968,16.468106107597237,16.29358312756949,16.729692041000817,2.6689583531115204,0.053989001551371985,0.1745229800277457,14.060733687889297,6.268247693523219,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,69,69,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,11.906639857262212,11.60112503935997,14.173947057009109,13.566924708889193,16.517427308950573,2.886529327952303,0.30551481790224244,0.6070223481199157,13.63089798099827,5.722244755665794,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,70,70,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.356509831146639,6.947105353462472,9.788889995923569,9.227849892086622,16.064938533003442,2.8714363239705563,0.4094044776841663,0.5610401038369464,13.193502209032886,5.594739607803391,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,71,71,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.633305488482227,8.188805434130298,10.479481128059165,9.737079016818454,16.00132882699836,3.126149596995674,0.44450005435192885,0.7424021112407111,12.875179230002686,5.1185422611816564,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,72,72,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.467609968473086,9.117914164471678,11.225755325720774,10.217823597042836,15.98889416496968,2.5674937339499597,0.3496958040014082,1.0079317286779386,13.421400431019721,6.227432594498127,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,73,73,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.48883417590317,7.809501289660374,11.19964466226488,10.227581687184664,15.901432677987032,2.8319667209871118,0.6793328862427961,0.9720629750802168,13.06946595699992,5.6149786507535016,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,74,74,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.72561728943054,7.438600334270025,10.28734907494677,9.949578465622832,15.69548787700478,3.047238472965546,0.2870169551605146,0.3377706093239379,12.648249404039234,5.1507251618971805,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,75,75,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.44273790050492,10.53134532724049,11.745066125398552,11.45260767009472,15.764467561035415,2.790940486011096,-0.08860742673557098,0.29245845530383185,12.97352707502432,5.648442752559913,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,76,76,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.084971573321737,6.928909259054625,7.885257142769286,7.612923890963117,15.957389048009643,2.702625363948755,0.15606231426711226,0.2723332518061694,13.254763684060888,5.904402904254034,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,77,77,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.315643739152772,9.13390837372723,13.05059258753838,12.775158299556743,15.818755581974983,2.7460447209887207,0.18173536542554203,0.2754342879816374,13.072710860986263,5.760560074301848,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,78,78,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.42464838302358,10.23823958136341,13.860456918425866,13.523255194638608,16.02905092400033,2.481129415915348,0.1864088016601695,0.337201723787258,13.547921508084983,6.46038486391764,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,79,79,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.084790300642789,9.872312882372098,12.178410664620278,11.653755921649267,16.077919465955347,2.328349018003792,0.21247741827069078,0.5246547429710109,13.749570447951555,6.90528754135827,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,80,80,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.208386313072485,5.623840680406904,7.541961428351184,6.753134771570115,16.22991967597045,2.6847890539793298,0.5845456326655816,0.7888266567810698,13.54513062199112,6.045137755577055,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,81,81,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,11.405923867926688,11.436247847263347,12.975723925714322,12.524463947640712,16.857080388988834,2.600888322922401,-0.03032397933665898,0.45125997807360996,14.256192066066433,6.481278046589844,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,82,82,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.033928000859198,9.678972233813,13.094807469663552,12.524782138427048,16.764660763030406,2.4976443379418924,0.3549557670461976,0.5700253312365042,14.267016425088514,6.7121889647606165,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,83,83,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.497773421334683,8.915581532003085,12.066731218925431,11.058895629792008,16.871306087996345,2.0608511060709134,0.5821918893315985,1.007835589133423,14.810454981925432,8.186572061560573,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,84,84,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.479527467348902,10.477322306970168,12.880891519042589,12.719932754348871,16.920984463999048,2.2393825800390914,0.0022051603787343055,0.16095876469371717,14.681601883959956,7.55609363707012,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,85,85,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.716793718818193,7.0346429271493305,10.113095057459352,9.255583302208567,16.670411096944008,2.475463142967783,0.6821507916688629,0.8575117552507852,14.194947953976225,6.73425946344658,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,86,86,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.869610558283313,8.272827122274881,11.763428460764864,10.907763315701123,16.30657064798288,2.6360426479950547,0.5967834360084314,0.8556651450637407,13.670527999987826,6.186004107477351,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,87,87,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.953786621021663,9.498592879009813,13.813148166671969,13.069678614572824,16.316339908982627,2.465349051053636,0.4551937420118506,0.7434695520991443,13.850990857928991,6.61826766559055,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,88,88,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,11.062433044942226,10.942667759907712,14.22224744551189,13.947603071323115,15.81790532299783,2.2524547029752284,0.11976528503451433,0.2746443741887745,13.565450620022602,7.022518722398384,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,89,89,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.7892497113784,8.52364761978673,9.428816343035963,8.788988485020685,15.969193652970716,2.8602985619800165,0.2656020915916688,0.6398278580152787,13.1088950909907,5.583051316823438,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,90,90,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,11.4229122384948,11.080381254598016,13.48197431827056,12.86892711758042,16.183676761982497,2.9764705129200597,0.3425309838967827,0.61304720069014,13.207206249062438,5.437203792791999,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,91,91,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.664179390422397,7.02307957347659,10.033238647952109,9.055339049262844,16.13835827499861,2.3800857710884884,0.6410998169458075,0.9778995986892642,13.75827250391012,6.780578444287757,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,92,92,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,12.541625603349033,12.164383567993122,15.106143884298636,14.335769920589906,15.991735647025052,3.1201070559909567,0.37724203535591094,0.7703739637087299,12.871628591034096,5.125380430879486,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,93,93,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.4303999961558,8.761122303502376,11.531611175320236,10.631977621920608,16.39375091000693,2.6281072810525075,0.6692776926534236,0.899633553399628,13.765643628954422,6.237854530596461,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,94,94,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.237345297334883,9.543613669355675,13.048872129261497,12.017922179130064,15.664007406041492,3.123267835006118,0.6937316279792078,1.0309499501314328,12.540739571035374,5.01526229370297,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,95,95,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.230833232699204,5.48792780051161,7.884767942699092,7.254545210023829,16.08998696296476,2.980335655040108,0.7429054321875945,0.6302227326752634,13.10965130792465,5.398716394831114,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,96,96,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.234716706301212,6.571608433109638,9.661615554421342,8.594426133620392,15.993256999994628,2.658795534982346,0.6631082731915736,1.0671894208009505,13.334461465012282,6.015226364557898,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,97,97,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.118777658112004,9.741854240781606,13.583158854494966,13.060191199674495,16.460341255995445,2.435699608991854,0.37692341733039747,0.5229676548204711,14.024641647003591,6.757952087042642,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,98,98,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.83692551158336,10.841368797130713,10.158500670449248,9.774737293412796,16.759208100964315,3.553917694021948,-0.004443285547353071,0.3837633770364519,13.205290406942368,4.71569955858995,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_datta_zhang,99,99,ar,100,500,1.25,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,11.353445210857345,11.042939028949112,12.23122627643382,11.600236498849045,16.980122761975508,2.912156395963393,0.31050618190823265,0.6309897775847748,14.067966366012115,5.830772957631,high,datta_zhang (exactly 3-sparse)
ar_sigma1.25_weak_sparse_a1.0,0,0,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.454338227339925,13.388270451072197,7.300121115918901,7.283372357982824,16.15492441999959,1.4889167539658956,0.06606777626772775,0.01674875793607722,14.666007666033693,10.850119307858648,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,1,1,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.067135255400787,11.806035386699866,6.221405411727521,6.048790574786395,16.229564852954354,1.3107218500226736,0.2610998687009207,0.17261483694112645,14.91884300293168,12.382157856507547,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,2,2,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,15.192909419855308,15.247289100053706,8.610066526683575,8.658481006730433,17.46231275302125,1.3892154300119728,-0.054379680198398006,-0.048414480046858444,16.07309732300928,12.56990987558406,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,3,3,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.058016347614794,11.92500634188011,5.915942712172775,5.873203418459117,17.414283209014684,1.3178942779777572,0.13301000573468436,0.04273929371365792,16.096388931036927,13.213717898324917,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,4,4,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.27180548957238,10.982791943800988,5.57673922886246,5.391823368101698,17.355351448000874,1.6006719180149958,0.2890135457713914,0.18491586076076238,15.754679529985879,10.84254134321502,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,5,5,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.08259137389865,10.674383022076425,5.428457379573974,5.160481325890083,17.424607797001954,1.4318551380420104,0.4082083518222248,0.2679760536838911,15.992752658959944,12.169253253390721,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,6,6,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.231638800154837,12.096107728958756,6.271166748813054,6.188243954171199,16.91184286697535,1.5260263059753925,0.13553107119608043,0.08292279464185537,15.385816560999956,11.08227479484096,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,7,7,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.477953853391265,12.222892639832878,6.694651915680486,6.508851376461342,15.065347655967344,1.6057060139719397,0.2550612135583865,0.18580053921914352,13.459641641995404,9.382382282234273,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,8,8,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.803225214918513,11.547606137559214,5.895759714635876,5.70958329022937,15.1174662829726,1.3621424350421876,0.2556190773592988,0.18617642440650606,13.755323847930413,11.098300657892938,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,9,9,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.283872654869812,13.112635614704748,7.310119459797587,7.215001145820615,15.178394857037349,1.5494549139984883,0.1712370401650638,0.09511831397697179,13.62893994303886,9.795957739659766,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,10,10,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.553440406806589,12.269192367906792,6.706687256136642,6.528457435927769,15.005740783002691,1.6023286170093345,0.284248038899797,0.17822982020887324,13.403412165993357,9.364958363541025,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,11,11,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.84528741767096,11.57842859435877,6.020070719137436,5.84250085573445,14.955479166994335,1.4104662749450654,0.26685882331218913,0.17756986340298653,13.54501289204927,10.603216420454164,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,12,12,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.93203628980564,11.735026132770816,6.181403522370617,6.075654857103539,15.12762331799604,1.4032162619987505,0.19701015703482305,0.10574866526707805,13.72440705599729,10.780678451123531,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,13,13,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.78228789789273,12.636569774128326,6.72124112658841,6.61782138276099,14.692648698983248,1.649503497988917,0.14571812376440363,0.10341974382741981,13.043145200994331,8.907315878321326,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,14,14,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.451377385573949,13.405812433534424,7.499236754966449,7.519394890067999,14.88559671601979,1.4540035109966991,0.04556495203952515,-0.020158135101549846,13.431593205023091,10.237662153797636,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,15,15,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.42552316105663,11.095086546940855,5.667638842780344,5.455414701985411,14.86567837599432,1.458279351005331,0.33043661411577396,0.212224140794933,13.407399024988989,10.19398537443871,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,16,16,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.566220433648954,13.411045698877436,7.45715406900917,7.378907601840481,14.969159897009376,1.5492721920018084,0.15517473477151889,0.07824646716868866,13.419887705007568,9.662059368449507,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,17,17,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.027342031806675,12.8793482793142,6.926138600159474,6.83169459036509,16.00317137100501,1.4461132700089363,0.14799375249247504,0.09444400979438416,14.557058100996073,11.06633325542066,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,18,18,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,13.46341232671755,13.42992596910718,7.258855820087634,7.257668885717067,16.222844130999874,1.5531271639629267,0.03348635761037144,0.001186934370567272,14.669716967036948,10.445277442451014,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,19,19,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.477944398822332,11.425526057077892,5.734324918494012,5.720841916109595,15.992350485990755,1.6820520880282857,0.052418341744440156,0.01348300238441702,14.31029839796247,9.507642836873805,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,20,20,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,15.044637509350231,15.118863454350862,8.720033976639444,8.820138270848425,16.91600844397908,1.5312161450274289,-0.07422594500063084,-0.1001042942089807,15.384792298951652,11.047433439696434,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,21,21,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,10.78154846790814,10.602602705664635,5.318803833870371,5.238325989681944,16.71135514701018,1.6320873069926165,0.17894576224350445,0.08047784418842685,15.079267840017565,10.239253179294398,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,22,22,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.960567729179322,12.719262987600072,6.815717739395274,6.635362062334669,16.705799593008123,1.502817859989591,0.24130474157925086,0.1803556770606054,15.202981733018532,11.11631691223302,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,23,23,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,9.321025463406576,9.03950901577076,4.240660751011027,4.1155744060218185,16.62943566800095,1.4373447769903578,0.2815164476358163,0.12508634498920834,15.192090891010594,11.56955236781892,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,24,24,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.33004569064688,12.235517694351635,6.313173223678466,6.245864416157963,16.66756253200583,1.5374589629936963,0.09452799629524478,0.06730880752050261,15.130103569012135,10.840980431471959,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,25,25,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,10.20138402078356,9.816330849627589,4.71253435051328,4.452422940153291,15.252613142016344,1.5346239699865691,0.38505317115597215,0.26011141035998975,13.717989172029775,9.93899055424622,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,26,26,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.642117412525394,11.249835823384403,5.884264901123288,5.629693402472292,15.49178448697785,1.449182512005791,0.39228158914099076,0.2545714986509955,14.042601974972058,10.690016170244775,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,27,27,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.4623177257789,12.404346978433637,6.571688913367199,6.568991347498551,15.417370597016998,1.3298504750127904,0.05797074734526397,0.0026975658686474446,14.087520122004207,11.593311343419051,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,28,28,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.958384225985156,11.642878866472184,6.046515202246556,5.81788872071906,15.285054980020504,1.4926218450418671,0.3155053595129722,0.22862648152749543,13.792433134978637,10.240406859107551,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,29,29,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.986058132718064,11.631536758285762,6.1338846607060935,5.893568521506262,15.24370389903197,1.511789623007644,0.35452137443230214,0.2403161391998312,13.731914276024327,10.083217709025705,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,30,30,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,14.552005596571334,14.607257123517403,8.213190132980117,8.290129644056433,15.32186259899754,1.4704378150054254,-0.05525152694606916,-0.07693951107631669,13.851424783992115,10.419932378399157,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,31,31,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.765353864962512,11.478922551224796,5.920601979495294,5.717643698555572,15.700165871006902,1.58630559197627,0.28643131373771524,0.2029582809397219,14.113860279030632,9.897314836699993,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,32,32,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.796298047670533,12.668080494906295,7.119756143141005,7.095478171722718,15.240673114021774,1.5876507179928012,0.1282175527642373,0.024277971418286803,13.653022396028973,9.59951262661217,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,33,33,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.66366283757788,11.303460541117268,5.863713139281755,5.61205364984059,15.29248382599326,1.456322539015673,0.36020229646061175,0.251659489441165,13.836161286977587,10.500753381410572,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,34,34,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,12.06681184439184,11.80206633182749,6.214934955466534,6.018728737930227,15.314634779002516,1.574116198986303,0.26474551256434964,0.1962062175363073,13.740518580016213,9.729037023356224,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,35,35,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,11.342155680645424,10.958475918475648,5.549495574688158,5.264749329268902,15.150318618980236,1.499682785011828,0.38367976216977695,0.28474624541925575,13.650635833968408,10.102348823628557,high,weak α=1.0 (83% in first 3)
ar_sigma1.25_weak_sparse_a1.0,36,36,ar,100,500,1.25,3.0,weak_sparse,1.0,10,3,1.0,0.9118424939558304,cocolasso_max,reweighted_frobenius,15.192515644583647,15.572782792414174,8.59886046550821,8.934776380568762,16.286212335980963,1.5054269699612632,-0.3802671478305264,-0.33591591506055174,14.7807853660197,10.818334373536585,high,weak α=1.0 (83% in first 3)
