setting,seed,rep_index,model,n,p,sigma_a,sigma_e,beta_preset,alpha,k,true_k,lam,snr,algo_a,algo_b,mse_cocolasso_max,mse_reweighted_frobenius,pe_cocolasso_max,pe_reweighted_frobenius,time_cocolasso_max,time_reweighted_frobenius,mse_diff,pe_diff,time_diff,speedup,noise_level,sparsity
ar_sigma1.0_datta_zhang,24,24,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.767134280144635,8.646258994018455,12.069112407642022,11.980497646960966,16.9662397330394,1.3383693509967998,0.12087528612618037,0.08861476068105567,15.627870382042602,12.676799360657183,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,25,25,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.57243753160064,5.077218943124967,6.899531988399462,6.27251496415782,16.394534754974302,1.7111878240248188,0.495218588475673,0.627017024241642,14.683346930949483,9.580792081849525,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,26,26,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.41379957294342,5.032083443650719,6.252455659891823,5.566128205789344,16.09513639798388,1.506324550951831,0.38171612929270093,0.6863274541024795,14.588811847032048,10.685038883428891,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,27,27,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.34068606872414,5.180725262251045,6.268934376909184,5.901526566846877,16.152841295988765,1.6559316989732906,0.1599608064730953,0.36740781006230705,14.496909597015474,9.754533539036565,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,28,28,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.16039603829948,4.649796483898397,6.092953748825902,5.649412912946756,15.925317672023084,1.413516267959494,0.5105995544010824,0.44354083587914594,14.51180140406359,11.266455174946344,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,29,29,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.107893645863324,9.80569953730411,13.975302436791688,13.45069017764108,16.0079670449486,1.4689545310102403,0.302194108559215,0.5246122591506079,14.53901251393836,10.89752385592186,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,30,30,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.918954414113978,7.570992414724409,9.796455494132488,9.381591493155703,16.089723540004343,1.6307974919909611,0.34796199938956907,0.41486400097678455,14.458926048013382,9.866168925953636,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,31,31,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.672530256483158,5.36421014176911,6.543738002109697,6.080529114990181,16.949296923994552,1.6120666859787889,0.3083201147140482,0.46320888711951547,15.337230238015763,10.514017237260598,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,32,32,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.382439973893106,10.296097729311048,13.104659054716084,12.801468153373056,16.654504514997825,1.4977321470505558,0.08634224458205786,0.3031909013430276,15.15677236794727,11.11981508028328,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,33,33,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.291265545299504,6.839496045265151,8.313087853924724,7.766316214369825,16.609367939003278,1.4407119309762493,0.4517695000343531,0.5467716395548994,15.168656008027028,11.528583599462875,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,34,34,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.544377007667871,6.21884025026892,8.57025794980686,8.131001496270825,16.592175402969588,1.3275638680206612,0.32553675739895027,0.4392564535360357,15.264611534948926,12.498212555082404,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,35,35,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.7961113886503135,5.370652048020708,7.345667019958109,6.7702703219828,16.878609148028772,1.676149169972632,0.42545934062960544,0.5753966979753082,15.20245997805614,10.069872926825697,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,36,36,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.285095102202208,10.145091136439488,9.798725021634134,9.55297258287587,18.490452983009163,1.6254649010370483,0.14000396576271967,0.24575243875826303,16.864988081972115,11.375485850978531,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,37,37,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.312302556161642,8.15425682393127,9.50213351531576,9.108499591483987,18.701520939008333,1.4860865319496952,0.15804573223037188,0.3936339238317732,17.215434407058638,12.584409142361697,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,38,38,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.412991998184024,6.396654440358008,8.872246164501252,8.872057614032006,18.836414402991068,1.594093520019669,0.016337557826016536,0.0001885504692467066,17.2423208829714,11.816379758421357,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,39,39,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.102525411354711,7.036844172014877,8.180990984678006,8.00324876252771,19.7464954740135,1.488476418016944,0.06568123933983383,0.17774222215029667,18.258019055996556,13.266246770856611,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,40,40,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.9835442426619885,6.80251890043364,8.368301161467393,8.01230800459567,20.134683842014056,1.5083961550262757,0.18102534222834876,0.3559931568717225,18.62628768698778,13.348405705570972,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,41,41,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.674262158379815,6.363163321145475,9.34201571834643,8.942736236227308,21.89768881897908,1.5021944079780951,0.31109883723433995,0.39927948211912145,20.395494411000985,14.577133760238569,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,42,42,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.29024152017804,9.837765693479064,12.561837210811982,12.02433965505228,23.25978086097166,1.5763883730396628,0.4524758266989757,0.5374975557597015,21.683392487931997,14.75510810582871,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,43,43,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.467635993658622,8.241075289657608,8.095607655968552,7.737128559595686,21.7442022599862,1.4826982789672911,0.22656070400101314,0.3584790963728661,20.261503981018908,14.665291359973235,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,44,44,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.294828946413204,6.100784819061081,5.570260655314405,5.278158153647674,20.96048338903347,1.487192730011884,0.1940441273521225,0.29210250166673113,19.473290659021586,14.093992638644742,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,45,45,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.095459110494117,6.98610280351561,8.773849758685817,8.615558367973058,20.608637329016343,1.4389852889580652,0.10935630697850662,0.15829139071275833,19.169652040058278,14.321645597877213,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,46,46,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,2.114735991685301,1.9214878970840237,2.7211937203324825,2.4619955424778963,20.022987756994556,1.7456883960403502,0.19324809460127734,0.2591981778545862,18.277299360954206,11.46996669188591,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,47,47,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.596500948039008,8.132599670738323,10.426936556798374,9.737002642519997,20.41146836197004,1.460933450027369,0.4639012773006854,0.6899339142783774,18.950534911942672,13.971525096908183,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,48,48,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.200053035230828,5.925986397058904,7.820823924639009,7.451798281300126,21.76580788497813,1.7364338700426742,0.27406663817192367,0.3690256433388832,20.029374014935456,12.534775012447332,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,49,49,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.493176278648704,7.356478743691572,7.874383341843027,7.521183687663912,21.856748845952097,1.6444876890163869,0.13669753495713177,0.3531996541791145,20.21226115693571,13.2909166738884,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,50,50,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.550223275919015,7.452246458311342,9.325362021520242,9.226308391734657,21.965064663032532,1.3648113310337069,0.0979768176076723,0.09905362978558507,20.600253331998825,16.093846939559192,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,51,51,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.961115171152618,6.818722745359754,8.102993208493883,7.766316664290628,22.091893344011623,1.7941335890209302,0.14239242579286415,0.33667654420325555,20.297759754990693,12.313404909869229,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,52,52,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,12.60756859794975,12.65954042589344,16.771223699012946,16.836428950852767,22.85449406300904,1.7031176500022411,-0.05197182794368871,-0.06520525183982073,21.151376413006798,13.419210389240558,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,53,53,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,4.4549051294429525,4.370550364403707,5.623244927350789,5.405309394669159,22.90582261403324,1.5634749290184118,0.08435476503924555,0.21793553268163013,21.34234768501483,14.650585173383037,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,54,54,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.086475208370064,5.88710015703781,7.227099480041104,6.855749065139369,21.03953833400737,1.5636084179859608,0.19937505133225475,0.3713504149017348,19.47592991602141,13.45575918624677,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,55,55,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.51103294503622,9.842636719278604,8.62859415789225,8.71051805702181,20.815264224016573,1.6368556410307065,-0.3316037742423834,-0.08192389912955989,19.178408582985867,12.716615749272474,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,56,56,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.166591045257927,6.957264948319894,8.309604483794844,7.938050783657008,20.28821503400104,1.6558851919835431,0.2093260969380326,0.3715537001378362,18.632329842017498,12.252187006816758,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,57,57,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.648562280758036,9.697888257067572,10.794103630543372,10.581234038481762,19.94282553199446,1.6932100690319205,-0.049325976309535946,0.21286959206160994,18.249615462962538,11.77811654722595,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,58,58,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.904529420798728,6.990534689239856,9.856815084421262,8.703943608848736,19.88783899502596,1.8805645190295763,0.9139947315588719,1.1528714755725264,18.007274475996383,10.575462204981214,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,59,59,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.792271700590099,6.417185164507529,8.618363448740446,8.162319985358637,19.877231548016425,1.5027206260128878,0.3750865360825699,0.4560434633818087,18.374510922003537,13.227496318298323,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,60,60,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.6903542837228285,5.327227953317519,6.810404352906256,6.398620445570188,20.137287098972596,1.491749597014859,0.3631263304053096,0.4117839073360683,18.645537501957737,13.499106779897465,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,61,61,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.489800670106856,9.244983118662224,9.739369213470818,9.470889123063474,21.796719503006894,1.697991875000298,0.24481755144463158,0.2684800904073441,20.098727628006596,12.836763134101021,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,62,62,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.00348252735052,5.774586887740146,6.2003812226745,5.780375298374031,21.417146706953645,1.4861035029753111,0.22889563961037407,0.4200059243004697,19.931043203978334,14.41161175118329,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,63,63,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,4.753624115476663,4.344728122017525,5.641233988272651,5.191520908632125,22.733176262001507,1.5340724010020494,0.4088959934591383,0.4497130796405262,21.199103860999458,14.818841827251632,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,64,64,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.452009996303138,7.122775422856542,9.076520405178831,8.696342200992348,22.767473949992564,1.6085571870207789,0.32923457344659646,0.3801782041864836,21.158916762971785,14.153972350936666,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,65,65,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.706331435223751,7.548702012017243,9.064279212251527,8.686620191591684,22.652311214013025,1.5614752490073442,0.15762942320650808,0.37765902065984314,21.09083596500568,14.50699345277069,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,66,66,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.925008664333799,7.664590274784242,9.07846375359966,8.77986894898285,22.565490094013512,1.5548625779920258,0.26041838954955665,0.2985948046168101,21.010627516021486,14.51285175514028,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,67,67,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.685046497451594,10.5938783869953,12.107403037407112,11.889285840203742,21.166713873972185,1.707009089004714,0.09116811045629447,0.21811719720336953,19.45970478496747,12.399883521600705,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,68,68,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.085863861940926,9.909610206290346,13.871975089622248,13.608074243237724,21.01239683298627,1.6588874879525974,0.17625365565058004,0.2639008463845247,19.35350934503367,12.666559357150746,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,69,69,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,10.1564605785251,9.987855157775307,12.017692424460115,11.737122048267675,19.64421015797416,1.5324662839993834,0.16860542074979357,0.28057037619243985,18.111743873974778,12.81868995297391,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,70,70,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.342341901393003,5.1038118190228845,6.957010115888947,6.7052322785449645,16.98932920995867,1.658538549032528,0.23853008237011863,0.2517778373439823,15.33079066092614,10.243554013181678,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,71,71,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.079258937889569,5.804005487549911,7.211440918806626,6.780444157142723,18.876629491045605,1.6206821730011145,0.2752534503396582,0.430996761663903,17.25594731804449,11.647335798166162,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,72,72,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.252799786574442,7.892349387470542,9.525013419795677,8.74880511692691,17.256173970003147,1.5667141459998677,0.3604503991039003,0.776208302868767,15.68945982400328,11.014245332539817,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,73,73,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.205860455735453,6.0278804947690805,8.206457528123078,7.895767495701856,17.725865771004464,1.5232775089680215,0.1779799609663728,0.3106900324212223,16.202588262036443,11.636662175241627,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,74,74,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.125166250632477,4.782878535015135,6.883292231069895,6.562421397158541,17.811828417994548,1.4500292040174827,0.34228771561734206,0.3208708339113535,16.361799213977065,12.283772194825254,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,75,75,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.878326045645023,8.653671119348223,9.419029206661534,9.014319407233597,18.29773018701235,1.7100299690500833,0.22465492629680028,0.4047097994279376,16.587700217962265,10.700239480116647,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,76,76,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.071701871362654,4.982553657585286,5.159746215678637,5.012866586825451,19.680601679021493,1.7626493879943157,0.08914821377736803,0.14687962885318573,17.917952291027177,11.165352459240726,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,77,77,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.578185739499288,7.475107820737801,10.571131342233375,10.388284045389558,18.60613310500048,1.6966876290389337,0.1030779187614872,0.18284729684381773,16.909445475961547,10.966151215200219,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,78,78,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.67427915129963,8.493635025951916,11.443993500819506,11.157275968865168,19.290149779000785,1.4710237410035916,0.18064412534771357,0.2867175319543378,17.819126037997194,13.113418391086109,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,79,79,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.5702231807099185,7.312517596947648,9.184039648837858,8.829593016987852,19.168348484963644,1.5398512320243751,0.25770558376227015,0.35444663185000636,17.62849725293927,12.448182062213798,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,80,80,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,4.142637142764987,3.859945384237054,5.036068563257787,4.7521854769591165,19.52819213399198,1.5047018629848026,0.28269175852793316,0.28388308629867076,18.023490271007176,12.978113880483189,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,81,81,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.934645655977558,9.884557398224976,11.05262890607637,10.81445967991677,19.40001170698088,1.461543193028774,0.05008825775258252,0.23816922615960046,17.938468513952106,13.273649249310242,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,82,82,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.605634032267224,8.405370577933352,11.128514263886116,10.807058647425006,18.00839445798192,1.409697683993727,0.2002634543338715,0.32145561646111,16.598696773988195,12.77464995683575,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,83,83,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.0799099432864985,6.64368675365222,8.683250246734886,7.95324976100199,17.72930589102907,1.6062608659849502,0.4362231896342781,0.7300004857328961,16.12304502504412,11.037625498120793,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,84,84,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.00260923535913,8.792217344274746,10.769850035123028,10.518605650463776,17.930043578031473,1.3666952059720645,0.21039189108438272,0.2512443846592518,16.56334837205941,13.119270119396296,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,85,85,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.5447674636651225,6.125256794407348,8.631646702765924,8.134503133931528,17.718648460984696,1.6595346219837666,0.41951066925777436,0.4971435688343959,16.05911383900093,10.67687785856752,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,86,86,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.164885719686136,6.674062709834209,9.625668334915256,8.92183758906837,17.90298186597647,1.3895326809724793,0.49082300985192706,0.7038307458468864,16.513449185003992,12.884174738119063,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,87,87,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.810726254106835,6.506562897129143,9.459785516760691,9.03179509615358,18.05022083700169,1.518745407985989,0.3041633569776918,0.42799042060711123,16.5314754290157,11.884955004366478,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,88,88,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,8.761534325122101,8.699391495007406,11.274336539666562,11.175441536111864,19.1877107169712,1.4443326970213093,0.0621428301146949,0.09889500355469849,17.74337801994989,13.284827489222248,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,89,89,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.080238141164782,6.770898862366116,7.214565326573384,6.736910045589028,19.053471223975063,1.3282803919864818,0.3093392787986655,0.47765528098435617,17.72519083198858,14.344464722151054,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,90,90,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.663430990878703,9.4211498304257,10.880159571804985,10.557047040863212,20.09986276802374,1.6205897820182145,0.24228116045300396,0.3231125309417724,18.479272986005526,12.402807293399206,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,91,91,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,6.231203538477327,5.882134853505658,8.120963456297789,7.605443438104656,19.757124300987925,1.3801250190008432,0.34906868497166954,0.5155200181931328,18.376999281987082,14.31545985253663,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,92,92,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,9.747618714757364,9.98852345709289,11.620457191467422,11.70286270187792,20.665065490989942,1.9157506169867704,-0.24090474233552683,-0.08240551041049926,18.749314874003172,10.786928793212885,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,93,93,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.558970300448234,7.133435651679205,9.131990845968552,8.571147269814494,19.74071607098449,1.468041833024472,0.4255346487690286,0.560843576154058,18.272674237960018,13.446971078688202,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,94,94,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.729589632245077,7.246073240664872,9.597635642503686,8.955050081870414,20.325703276030254,1.666347015008796,0.48351639158020454,0.6425855606332718,18.659356261021458,12.197761386407837,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,95,95,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,4.486843905260301,3.966813469252017,5.819799598411703,5.287929595749801,19.574113959039096,1.519149028987158,0.5200304360082839,0.5318700026619023,18.054964930051938,12.884920166186383,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,96,96,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,5.928266352716117,5.550255636733545,7.628137472317324,7.011288682681013,18.7305657180259,1.501820472010877,0.37801071598257163,0.6168487896363111,17.228745246015023,12.471907306568028,medium,datta_zhang (exactly 3-sparse)
ar_sigma1.0_datta_zhang,97,97,ar,100,500,1.0,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_frobenius,7.563868238989051,7.43962993672386,9.948099570833945,9.817770098910492,18.30245672201272,1.450434377999045,0.12423830226519073,0.1303294719234529,16.852022344013676,12.618603778036466,medium,datta_zhang (exactly 3-sparse)
