setting,seed,rep_index,model,n,p,sigma_a,sigma_e,beta_preset,alpha,k,true_k,lam,snr,algo_a,algo_b,mse_cocolasso_max,mse_reweighted_max,pe_cocolasso_max,pe_reweighted_max,time_cocolasso_max,time_reweighted_max,mse_diff,pe_diff,time_diff,speedup,noise_level,sparsity
ar_sigma0.75_datta_zhang,40,40,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,5.758531535452219,5.033804830561362,6.634839099604886,5.298875333841987,15.358714849920943,214.7052831610199,0.7247267048908572,1.3359637657628989,-199.34656831109896,0.07153394003072833,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,41,41,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,4.063033249537735,2.670102328669813,5.74764826477456,3.727994993790882,15.354621689999476,251.349914052058,1.3929309208679221,2.0196532709836785,-235.99529236205854,0.061088629164278624,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,42,42,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,7.028916353727174,5.733329618723143,8.287306385370886,6.676118030044207,15.494104168959892,196.96573546808213,1.295586735004031,1.6111883553266795,-181.47163129912224,0.07866395711994627,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,43,43,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,6.418068333000322,6.315064021249492,5.718146535169257,5.036151636760829,15.430628856061958,233.3598401169293,0.10300431175082991,0.6819948984084281,-217.92921126086733,0.06612375483429433,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,44,44,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,4.217216794586758,4.002523296935316,3.7989825952809264,3.0235192644190523,15.48651952308137,285.3044923739508,0.2146934976514414,0.7754633308618741,-269.8179728508694,0.05428067183317629,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,45,45,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,4.995858013316614,3.6266625483052186,6.1565913571232,4.373835131110228,15.43682041298598,215.1738052079454,1.369195465011395,1.782756226012972,-199.73698479495943,0.07174116941450068,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,46,46,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,1.3842643417785716,1.604505053621755,1.693347612957438,1.2461452361349303,15.469462509965524,249.2171672149561,-0.2202407118431835,0.44720237682250774,-233.74770470499058,0.06207221871125243,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,47,47,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,7.195333037091938,6.593176025962277,7.962568696306048,6.74008425602249,15.422686657053418,249.69812323711807,0.6021570111296608,1.2224844402835577,-234.27543658006465,0.061765328698156624,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,48,48,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,4.18966503175137,2.808184747027932,5.2989611657966105,3.5637218081945248,15.517738125054166,227.6718235439621,1.381480284723438,1.7352393576020857,-212.15408541890793,0.06815836006187995,low,datta_zhang (exactly 3-sparse)
ar_sigma0.75_datta_zhang,49,49,ar,100,500,0.75,3.0,datta_zhang,1.0,10,3,1.0,2.361111111111111,cocolasso_max,reweighted_max,5.447943419556991,5.532038724928408,5.4270633613505215,5.082876147007083,15.540183877921663,232.95914294896647,-0.08409530537141663,0.3441872143434388,-217.4189590710448,0.06670776549571182,low,datta_zhang (exactly 3-sparse)
