setting,arm,rep_index,seed,model,n,p,sigma_a,sigma_e,beta_preset,alpha,lam_requested,algorithm,norm,k,true_k,snr,mse,pe,topk,nnz,time,lam,algo_rho,algo_gamma_rule,algo_gamma1,algo_growth,algo_f_tol,algo_min_iter,algo_max_iter,algo_weight_clip,algo_admm_rho,algo_admm_max_iter,algo_psd_floor,algo_ridge,algo_refit_thresh,n_reps_in_file,homotopy_iters_last,runtime_sec_file,source_file
ar_sigma0.75_datta_zhang,cocolasso_frobenius,0,0,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.743339225970346,7.738426477457083,0.0,17.0,0.22456611099187285,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,1,1,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.088781997912496,5.37831555850442,1.0,15.0,0.17099714395590127,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,2,2,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,9.133461217455523,11.744763053063618,1.0,12.0,0.18168886902276427,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,3,3,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.4513523364482297,4.119841583337815,1.0,15.0,0.16835939802695066,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,4,4,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.313881634826948,8.356762928923395,0.0,21.0,0.2273616719758138,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,5,5,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.932191211803692,5.4541687880144405,0.0,12.0,0.1705063380068168,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,6,6,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.5989767441270017,4.013806744692512,1.0,15.0,0.16515011398587376,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,7,7,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,8.671994162469101,8.401764792252543,0.0,15.0,0.16584532405249774,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,8,8,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.404533591832586,6.972459782604288,1.0,15.0,0.16529291402548552,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,9,9,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.77881220965551,8.383013130161048,0.0,16.0,0.17145656910724938,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,10,10,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.101349424115675,3.9220024773692215,1.0,15.0,0.17451403790619224,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,11,11,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.670542421417224,6.601490234841096,1.0,17.0,0.17679566401056945,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,12,12,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.661357046433814,4.23268009882952,1.0,23.0,0.2087405159836635,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,13,13,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.979812351393234,8.518844998715224,1.0,17.0,0.1939069110667333,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,14,14,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.781360662017977,6.68952567092085,1.0,19.0,0.18369275704026222,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,15,15,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.389741919995168,7.1893336966119765,1.0,13.0,0.16183391597587615,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,16,16,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.36587261305377,6.895622005589408,1.0,15.0,0.17214231006801128,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,17,17,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.432804186225788,7.7672772588432695,0.0,15.0,0.1782720029586926,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,18,18,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.311253667135227,7.435729942543131,1.0,21.0,0.2010715559590608,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,19,19,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.4104565787172465,5.3651166023553225,1.0,18.0,0.19378147600218654,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,20,20,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,14.022051041755423,13.834724959365646,0.0,22.0,0.20122647495009005,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,21,21,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,2.1957177588872128,2.7689980180347664,1.0,19.0,0.1855977310333401,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,22,22,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.715685300052587,8.55308546286486,1.0,14.0,0.17552474199328572,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,23,23,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.4016285365272085,4.165754156798226,1.0,13.0,0.1584006870398298,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,24,24,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.451254356781964,7.492449291708173,1.0,12.0,0.16778353101108223,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,25,25,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.265727315551495,4.051791345567659,1.0,18.0,0.17570518690627068,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,26,26,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.57616378923095,5.111810217243771,0.0,18.0,0.20225020498037338,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,27,27,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.377381698854164,5.024662259192857,1.0,13.0,0.16441173700150102,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,28,28,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.796167102559007,4.678807520439917,1.0,13.0,0.17969654698390514,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,29,29,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.646498502531958,10.605972289165477,0.0,14.0,0.17167750897351652,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,30,30,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.704361692312731,7.1340690161551015,1.0,25.0,0.22107923892326653,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,31,31,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.4250665664453632,3.9931788881902213,1.0,16.0,0.17774550593458116,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,32,32,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,8.245362503579257,10.263194603877174,0.0,15.0,0.1870323409093544,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,33,33,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.823776321529039,5.795049096682141,1.0,17.0,0.17626436101272702,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,34,34,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.661113847472903,6.214974485165065,1.0,20.0,0.18572470091748983,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,35,35,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.286226695991489,5.528148021752664,1.0,15.0,0.18073981907218695,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,36,36,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.982123232925539,7.594522303609812,0.0,14.0,0.17526025197003037,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,37,37,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.445046805765815,6.384409922234752,1.0,16.0,0.18662105104885995,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,38,38,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.762389573996973,6.709810448945506,0.0,20.0,0.1868446220178157,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,39,39,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.399510293449128,7.508015157321041,0.0,11.0,0.16609567508567125,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,40,40,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.201781504992427,7.409365878641639,0.0,16.0,0.19247233506757766,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,41,41,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.776873235609995,6.783085280226773,1.0,11.0,0.17092372803017497,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,42,42,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.549394825564848,8.942514877975865,1.0,26.0,0.20815364609006792,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,43,43,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.549334172607336,6.155593865501802,0.0,16.0,0.17827612394466996,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,44,44,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.581077838700047,4.395361027124322,1.0,13.0,0.17733606696128845,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,45,45,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.665721648337664,7.082255548012014,1.0,23.0,0.181941365939565,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,46,46,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,1.7745248261993165,2.362746210984362,1.0,13.0,0.17999289301224053,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,47,47,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.420276421352792,8.460960661685897,0.0,16.0,0.15607693092897534,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,48,48,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.9448876023808594,6.291726856025426,1.0,13.0,0.18882686598226428,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,49,49,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.661672051132991,5.858570452451298,0.0,14.0,0.1665421590441838,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,50,50,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.679846226455554,7.1835229517902475,1.0,13.0,0.18059478793293238,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,51,51,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.330849485427166,6.6131342454826525,0.0,13.0,0.16656769602559507,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,52,52,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,8.228801802912079,11.156160154263958,1.0,18.0,0.1938114259392023,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,53,53,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.349340416777772,4.337349778357694,0.0,16.0,0.18217154394369572,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,54,54,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.511317919467951,5.73108150310568,1.0,12.0,0.180556530947797,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,55,55,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.485497655895879,6.672409774930245,0.0,19.0,0.18868243403267115,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,56,56,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.344362155563101,5.391651934485562,1.0,14.0,0.17761624208651483,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,57,57,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.483425499071692,8.144884288590271,0.0,19.0,0.1764032980427146,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,58,58,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.754377965319233,7.104524380158596,0.0,15.0,0.1824746310012415,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,59,59,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.7796431747432235,6.384258063381334,0.0,11.0,0.15762469405308366,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,60,60,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.2066712350518305,5.120058707345002,1.0,15.0,0.18302897398825735,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,61,61,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.174060979775117,7.388356265859332,0.0,16.0,0.1905028239125386,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,62,62,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.513818337479653,5.3327716599307795,0.0,14.0,0.20224990998394787,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,63,63,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.5886824087626548,4.253639841829017,1.0,16.0,0.1770962909795344,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,64,64,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,5.506282449305265,7.027784078541285,1.0,19.0,0.2133476270828396,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,65,65,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.954637658092933,7.908828842890683,0.0,13.0,0.17079135193489492,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,66,66,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.14802148096227,6.8620439209840844,0.0,17.0,0.16514177003409714,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,67,67,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,8.615710414920592,9.805776531968759,0.0,14.0,0.19434395502321422,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,68,68,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.8594199045475275,10.983692871970362,0.0,20.0,0.1919779289746657,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,69,69,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,7.819989729674263,9.385668847383073,0.0,14.0,0.17108047707006335,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,70,70,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.005023487050431,5.223837887232421,1.0,15.0,0.1781566059216857,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,71,71,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,3.8864486795898983,4.597098854412149,1.0,17.0,0.19446600403171033,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,72,72,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,6.736440639280956,7.6790656946523965,1.0,18.0,0.18521338095888495,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
ar_sigma0.75_datta_zhang,cocolasso_frobenius,73,73,ar,100,500,0.75,3.0,datta_zhang,1.0,1.0,cocolasso,frobenius,10,3,2.361111111111111,4.813307018567317,6.3165194744681745,1.0,12.0,0.16444888897240162,1.0,,,,,,,,,1.0,300,1e-06,,,100,,19.134780930005945,ar_sigma0.75_datta_zhang/cocolasso_frobenius.json
