setting,arm,rep_index,seed,model,n,p,sigma_a,sigma_e,beta_preset,alpha,lam_requested,algorithm,norm,k,true_k,snr,mse,pe,topk,nnz,time,lam,algo_rho,algo_gamma_rule,algo_gamma1,algo_growth,algo_f_tol,algo_min_iter,algo_max_iter,algo_weight_clip,algo_admm_rho,algo_admm_max_iter,algo_psd_floor,algo_ridge,algo_refit_thresh,n_reps_in_file,homotopy_iters_last,runtime_sec_file,source_file
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,29,29,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.230199351087562,15.825170296214587,0.0,10.0,1.2960760460118763,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,30,30,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.472919586891063,9.868654636849113,0.0,10.0,1.5040885279886425,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,31,31,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.924579876298274,7.460188275052217,1.0,10.0,1.2916012450004928,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,32,32,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.90706460372467,14.84102941903029,0.0,10.0,1.349264023010619,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,33,33,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.822549489750558,8.24211166146646,0.0,10.0,1.3574984880397096,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,34,34,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.169262568182782,10.555052212194633,0.0,10.0,1.240390503022354,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,35,35,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.041921953822731,8.196673346710163,0.0,10.0,1.3262332319864072,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,36,36,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,11.660034234438077,10.6484357247653,0.0,10.0,1.4019766609999351,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,37,37,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.668764169838186,10.418172654714493,0.0,10.0,1.263467178971041,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,38,38,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.682389934367672,9.125924140528918,0.0,10.0,1.5214124969788827,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,39,39,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.211709822273008,8.061798179279965,0.0,10.0,1.2557815099717118,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,40,40,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.623968484994512,9.494913325506705,0.0,10.0,1.4645050400285982,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,41,41,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.470092219238437,9.24763079198717,0.0,10.0,1.1961304370197468,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,42,42,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,10.450023055034006,12.751328371502858,0.0,10.0,1.4067418350023217,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,43,43,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.935382285237015,10.003521241493287,0.0,10.0,1.2140881390077993,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,44,44,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.012840622924337,7.323910150218541,0.0,10.0,1.5084528219886124,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,45,45,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.71403592138777,9.28197225818494,1.0,10.0,1.5069037179928273,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,46,46,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,3.3748932066614756,3.7211190165360573,1.0,10.0,1.6163753459695727,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,47,47,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.775681491244974,9.571438149395584,0.0,10.0,1.3666943000280298,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,48,48,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.492664764844911,7.641849429475403,1.0,10.0,2.1319574920344166,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,49,49,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.795050878615466,10.090008442677243,0.0,10.0,1.6327535060117953,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,50,50,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.814528567101267,9.675196141494109,0.0,10.0,1.4389098979881965,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,51,51,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,11.533632112039369,11.316465081175025,0.0,10.0,1.4682511799619533,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,52,52,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,13.82539182746696,17.564561775286386,0.0,10.0,1.7352194939740002,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,53,53,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.52271531822828,7.002691212715495,0.0,10.0,1.7150449600303546,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,54,54,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.757929741603762,6.587556132279253,1.0,10.0,1.4211152800126001,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,55,55,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.0872059549202,11.229321671688561,0.0,10.0,1.590389402990695,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,56,56,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.200875915032235,9.71410271641944,0.0,10.0,1.433868377993349,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,57,57,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.876035588904811,12.947358607637286,0.0,10.0,1.3528754700091667,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,58,58,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,10.98127260532868,12.403495505685292,0.0,10.0,1.4694647070136853,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,59,59,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.709071571887145,10.296834999411146,0.0,10.0,1.4071349389851093,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,60,60,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.304923161257998,7.81174065725798,1.0,10.0,1.3221251560025848,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,61,61,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,11.659945434098692,11.153876053687426,0.0,10.0,1.3952618750045076,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,62,62,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.018772751721494,7.215263104434801,0.0,10.0,1.2215007299673744,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,63,63,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.169124284756421,6.725517709239603,1.0,10.0,1.36795758001972,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,64,64,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.156060566499942,10.026424690580651,0.0,10.0,1.5506933039869182,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,65,65,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.574814945909797,9.620499578746035,0.0,10.0,1.5067411840427667,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,66,66,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.832272586340915,10.412688049427109,0.0,10.0,1.4497172409901395,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,67,67,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.16859633732296,8.581671714462516,0.0,10.0,1.4760058380197734,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,68,68,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,11.041934341153668,14.243805439173936,0.0,10.0,1.4762370000244118,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,69,69,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.672013682039537,13.768843509145611,0.0,10.0,1.3615302210091613,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,70,70,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.331512018334581,7.850023309050897,0.0,10.0,1.379047200025525,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,71,71,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.840825124960357,8.91024976726039,0.0,10.0,1.3529054669779725,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,72,72,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.211619300929456,10.110582653561208,0.0,10.0,1.32443014299497,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,73,73,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.529137079879568,9.268084842712536,1.0,10.0,1.3438677009544335,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,74,74,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,5.848076182206294,7.287763784837734,0.0,10.0,1.277320753026288,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,75,75,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.359557051439877,10.938192662877325,0.0,10.0,1.469196594960522,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,76,76,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,5.143995757921655,4.503367403794664,0.0,10.0,1.4204955429886468,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,77,77,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.762803892338953,13.24998548428913,0.0,10.0,1.6870465080137365,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,78,78,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,10.203868454434938,12.284867099440865,0.0,10.0,1.3335741279879585,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,79,79,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.52046272930495,10.212509455031729,0.0,10.0,1.4322999980067834,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,80,80,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,8.614686897795007,8.996124131671305,0.0,10.0,1.3845799370319583,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,81,81,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,11.405453329356222,12.596669906970405,0.0,10.0,1.27424612903269,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,82,82,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,10.074766814462178,12.718212326587562,0.0,10.0,1.245462659979239,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,83,83,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.834278654546814,9.102619182455939,1.0,10.0,1.2438640230102465,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,84,84,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.065858600270168,10.195091024000341,0.0,10.0,1.2957182780373842,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,85,85,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.287042704557085,9.091933360464282,0.0,10.0,1.3896019009989686,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,86,86,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.564307343029183,10.092893960071862,0.0,10.0,1.380801627994515,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,87,87,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.778427036840124,8.857775039149415,1.0,10.0,1.4854918719502166,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,88,88,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,9.706465450862677,11.203703318709701,0.0,10.0,1.4263822310022078,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,89,89,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,7.468454472928242,7.167808729634527,0.0,10.0,1.5603863549767993,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,90,90,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,12.518669234885492,13.278871049261525,0.0,10.0,1.413307000999339,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
ar_sigma1.0_datta_zhang,reweighted_refit_frobenius,91,91,ar,100,500,1.0,3.0,datta_zhang,1.0,1.0,reweighted_refit,frobenius,10,3,2.361111111111111,6.584380745833901,7.876891339491701,0.0,10.0,1.2504404899664223,1.0,0.5,geometric,0.5,2.0,1e-08,5,100,1e-06,1.0,300,1e-06,1.0,,100,9,142.78826346597634,ar_sigma1.0_datta_zhang/reweighted_refit_frobenius.json
